y_test,utente_dichiara,rf_predictions
43,23,"[0.004, 0.004, 0.001, 0.002, 0.001, 0.0, 0.0, 0.001, 0.001, 0.003, 0.002, 0.001, 0.01, 0.03, 0.0, 0.001, 0.06, 0.029, 0.004, 0.007, 0.011, 0.088, 0.011, 0.015, 0.004, 0.003, 0.007, 0.001, 0.071, 0.002, 0.001, 0.098, 0.008, 0.01, 0.05, 0.014, 0.026, 0.018, 0.005, 0.009, 0.007, 0.007, 0.005, 0.153, 0.053, 0.006, 0.006, 0.037, 0.005, 0.002, 0.002, 0.003, 0.011, 0.0, 0.022, 0.048, 0.002, 0.006, 0.006, 0.006]"
3,26,"[0.014, 0.022, 0.017, 0.458, 0.026, 0.005, 0.015, 0.024, 0.002, 0.004, 0.005, 0.0, 0.008, 0.012, 0.008, 0.027, 0.025, 0.013, 0.005, 0.01, 0.011, 0.0, 0.009, 0.012, 0.002, 0.002, 0.004, 0.0, 0.011, 0.002, 0.005, 0.01, 0.008, 0.007, 0.001, 0.001, 0.004, 0.0, 0.005, 0.005, 0.006, 0.01, 0.007, 0.017, 0.005, 0.028, 0.005, 0.003, 0.013, 0.004, 0.005, 0.001, 0.012, 0.009, 0.033, 0.023, 0.007, 0.0, 0.011, 0.002]"
59,19,"[0.001, 0.0, 0.0, 0.001, 0.0, 0.001, 0.003, 0.001, 0.001, 0.0, 0.008, 0.001, 0.002, 0.002, 0.007, 0.001, 0.002, 0.001, 0.0, 0.0, 0.0, 0.002, 0.0, 0.001, 0.0, 0.006, 0.004, 0.001, 0.002, 0.006, 0.0, 0.003, 0.003, 0.0, 0.006, 0.001, 0.0, 0.001, 0.001, 0.003, 0.0, 0.001, 0.002, 0.0, 0.008, 0.002, 0.024, 0.003, 0.003, 0.001, 0.001, 0.001, 0.0, 0.001, 0.0, 0.003, 0.001, 0.002, 0.001, 0.874]"
21,21,"[0.003, 0.0, 0.0, 0.004, 0.002, 0.001, 0.011, 0.002, 0.001, 0.0, 0.001, 0.001, 0.006, 0.006, 0.002, 0.004, 0.007, 0.002, 0.001, 0.009, 0.005, 0.47, 0.014, 0.003, 0.024, 0.016, 0.007, 0.0, 0.017, 0.004, 0.005, 0.007, 0.018, 0.002, 0.057, 0.013, 0.01, 0.005, 0.013, 0.011, 0.003, 0.009, 0.005, 0.002, 0.017, 0.039, 0.028, 0.02, 0.011, 0.023, 0.006, 0.002, 0.005, 0.005, 0.003, 0.002, 0.001, 0.009, 0.005, 0.041]"
18,24,"[0.07, 0.024, 0.002, 0.097, 0.001, 0.004, 0.064, 0.006, 0.003, 0.0, 0.0, 0.0, 0.014, 0.02, 0.017, 0.03, 0.001, 0.009, 0.165, 0.011, 0.016, 0.002, 0.003, 0.001, 0.004, 0.0, 0.012, 0.0, 0.005, 0.0, 0.007, 0.006, 0.012, 0.016, 0.009, 0.003, 0.052, 0.007, 0.078, 0.125, 0.009, 0.052, 0.0, 0.006, 0.005, 0.003, 0.005, 0.007, 0.0, 0.0, 0.003, 0.001, 0.003, 0.0, 0.009, 0.0, 0.0, 0.0, 0.0, 0.001]"
25,25,"[0.008, 0.001, 0.001, 0.0, 0.001, 0.008, 0.002, 0.016, 0.003, 0.002, 0.003, 0.077, 0.003, 0.002, 0.004, 0.002, 0.001, 0.002, 0.001, 0.008, 0.0, 0.006, 0.011, 0.013, 0.003, 0.146, 0.014, 0.075, 0.008, 0.024, 0.012, 0.002, 0.008, 0.004, 0.024, 0.065, 0.002, 0.063, 0.018, 0.03, 0.006, 0.004, 0.031, 0.001, 0.011, 0.004, 0.046, 0.005, 0.003, 0.001, 0.018, 0.091, 0.003, 0.012, 0.002, 0.002, 0.006, 0.058, 0.005, 0.018]"
2,2,"[0.027, 0.018, 0.602, 0.0, 0.037, 0.002, 0.002, 0.004, 0.001, 0.003, 0.007, 0.0, 0.015, 0.003, 0.003, 0.018, 0.001, 0.001, 0.001, 0.002, 0.013, 0.001, 0.003, 0.015, 0.0, 0.001, 0.018, 0.0, 0.0, 0.006, 0.015, 0.0, 0.015, 0.013, 0.0, 0.0, 0.004, 0.0, 0.001, 0.001, 0.0, 0.002, 0.0, 0.0, 0.004, 0.021, 0.0, 0.0, 0.005, 0.001, 0.0, 0.0, 0.09, 0.016, 0.001, 0.004, 0.003, 0.0, 0.0, 0.0]"
2,2,"[0.009, 0.005, 0.584, 0.019, 0.015, 0.0, 0.0, 0.003, 0.0, 0.015, 0.017, 0.007, 0.011, 0.001, 0.038, 0.0, 0.005, 0.006, 0.005, 0.001, 0.01, 0.0, 0.014, 0.005, 0.005, 0.01, 0.009, 0.0, 0.002, 0.017, 0.017, 0.002, 0.001, 0.001, 0.002, 0.002, 0.0, 0.005, 0.004, 0.002, 0.001, 0.003, 0.003, 0.007, 0.003, 0.008, 0.001, 0.001, 0.016, 0.005, 0.001, 0.003, 0.012, 0.035, 0.004, 0.0, 0.048, 0.0, 0.0, 0.0]"
8,8,"[0.0, 0.001, 0.0, 0.0, 0.0, 0.001, 0.0, 0.001, 0.967, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.0, 0.0, 0.0, 0.004, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.012, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.0, 0.0, 0.004, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
22,1,"[0.002, 0.015, 0.011, 0.001, 0.005, 0.0, 0.002, 0.0, 0.0, 0.039, 0.004, 0.024, 0.01, 0.025, 0.0, 0.003, 0.023, 0.025, 0.003, 0.002, 0.024, 0.07, 0.247, 0.026, 0.005, 0.009, 0.007, 0.0, 0.019, 0.023, 0.0, 0.012, 0.013, 0.002, 0.037, 0.008, 0.0, 0.012, 0.005, 0.002, 0.003, 0.001, 0.015, 0.009, 0.021, 0.02, 0.015, 0.009, 0.014, 0.007, 0.001, 0.007, 0.052, 0.04, 0.011, 0.024, 0.023, 0.006, 0.005, 0.002]"
54,8,"[0.032, 0.059, 0.001, 0.018, 0.009, 0.009, 0.006, 0.024, 0.003, 0.002, 0.004, 0.001, 0.002, 0.003, 0.002, 0.01, 0.012, 0.012, 0.011, 0.023, 0.006, 0.005, 0.002, 0.084, 0.14, 0.0, 0.029, 0.001, 0.03, 0.001, 0.019, 0.004, 0.002, 0.001, 0.009, 0.002, 0.013, 0.008, 0.017, 0.041, 0.004, 0.023, 0.005, 0.011, 0.007, 0.003, 0.005, 0.0, 0.025, 0.0, 0.032, 0.015, 0.023, 0.003, 0.157, 0.011, 0.018, 0.0, 0.0, 0.001]"
18,27,"[0.007, 0.009, 0.0, 0.01, 0.0, 0.022, 0.015, 0.002, 0.008, 0.0, 0.001, 0.004, 0.005, 0.006, 0.002, 0.003, 0.004, 0.0, 0.254, 0.017, 0.005, 0.003, 0.001, 0.004, 0.004, 0.003, 0.006, 0.001, 0.014, 0.0, 0.008, 0.01, 0.026, 0.021, 0.009, 0.021, 0.017, 0.014, 0.228, 0.033, 0.056, 0.019, 0.001, 0.003, 0.009, 0.0, 0.01, 0.038, 0.0, 0.004, 0.041, 0.008, 0.0, 0.0, 0.004, 0.002, 0.0, 0.005, 0.003, 0.0]"
9,9,"[0.003, 0.031, 0.003, 0.0, 0.003, 0.001, 0.0, 0.0, 0.0, 0.434, 0.0, 0.0, 0.001, 0.003, 0.0, 0.01, 0.032, 0.073, 0.002, 0.009, 0.038, 0.0, 0.009, 0.022, 0.001, 0.0, 0.0, 0.0, 0.034, 0.0, 0.004, 0.004, 0.0, 0.0, 0.0, 0.0, 0.002, 0.0, 0.0, 0.0, 0.001, 0.013, 0.004, 0.141, 0.0, 0.0, 0.0, 0.0, 0.016, 0.009, 0.001, 0.006, 0.01, 0.009, 0.012, 0.009, 0.05, 0.0, 0.0, 0.0]"
28,28,"[0.032, 0.015, 0.003, 0.005, 0.005, 0.003, 0.0, 0.0, 0.0, 0.008, 0.007, 0.0, 0.002, 0.008, 0.003, 0.017, 0.002, 0.033, 0.002, 0.009, 0.028, 0.014, 0.001, 0.003, 0.13, 0.005, 0.004, 0.0, 0.31, 0.004, 0.001, 0.028, 0.016, 0.001, 0.008, 0.046, 0.004, 0.021, 0.005, 0.005, 0.004, 0.011, 0.015, 0.031, 0.011, 0.004, 0.039, 0.0, 0.011, 0.005, 0.003, 0.012, 0.002, 0.001, 0.012, 0.038, 0.006, 0.001, 0.005, 0.001]"
9,9,"[0.002, 0.016, 0.001, 0.001, 0.001, 0.001, 0.0, 0.0, 0.001, 0.53, 0.0, 0.002, 0.02, 0.0, 0.0, 0.001, 0.023, 0.024, 0.0, 0.002, 0.022, 0.008, 0.011, 0.006, 0.005, 0.004, 0.006, 0.0, 0.048, 0.003, 0.001, 0.023, 0.003, 0.002, 0.009, 0.002, 0.0, 0.004, 0.0, 0.0, 0.002, 0.0, 0.009, 0.06, 0.002, 0.003, 0.003, 0.002, 0.003, 0.001, 0.0, 0.004, 0.019, 0.023, 0.021, 0.028, 0.035, 0.001, 0.002, 0.0]"
22,22,"[0.001, 0.001, 0.013, 0.001, 0.011, 0.0, 0.002, 0.0, 0.0, 0.009, 0.003, 0.001, 0.008, 0.025, 0.009, 0.027, 0.036, 0.005, 0.0, 0.004, 0.015, 0.049, 0.224, 0.008, 0.001, 0.052, 0.017, 0.0, 0.019, 0.041, 0.049, 0.034, 0.02, 0.001, 0.041, 0.003, 0.004, 0.003, 0.002, 0.003, 0.006, 0.01, 0.012, 0.014, 0.015, 0.027, 0.009, 0.011, 0.026, 0.035, 0.0, 0.002, 0.023, 0.043, 0.003, 0.006, 0.009, 0.003, 0.001, 0.003]"
24,52,"[0.005, 0.004, 0.0, 0.009, 0.002, 0.007, 0.001, 0.033, 0.009, 0.004, 0.0, 0.008, 0.015, 0.005, 0.007, 0.001, 0.029, 0.005, 0.001, 0.013, 0.026, 0.02, 0.004, 0.027, 0.354, 0.017, 0.016, 0.001, 0.01, 0.0, 0.014, 0.017, 0.05, 0.009, 0.051, 0.007, 0.0, 0.006, 0.011, 0.005, 0.034, 0.008, 0.011, 0.026, 0.014, 0.001, 0.007, 0.013, 0.019, 0.005, 0.002, 0.004, 0.003, 0.001, 0.011, 0.029, 0.003, 0.002, 0.0, 0.004]"
50,37,"[0.001, 0.003, 0.0, 0.0, 0.006, 0.048, 0.001, 0.0, 0.001, 0.003, 0.001, 0.01, 0.0, 0.001, 0.002, 0.001, 0.0, 0.0, 0.005, 0.012, 0.009, 0.002, 0.003, 0.016, 0.031, 0.011, 0.002, 0.001, 0.012, 0.0, 0.082, 0.006, 0.111, 0.0, 0.026, 0.012, 0.011, 0.007, 0.003, 0.017, 0.01, 0.006, 0.013, 0.0, 0.0, 0.0, 0.01, 0.007, 0.005, 0.007, 0.381, 0.041, 0.008, 0.001, 0.016, 0.004, 0.022, 0.001, 0.011, 0.0]"
33,2,"[0.002, 0.001, 0.004, 0.002, 0.004, 0.008, 0.019, 0.004, 0.011, 0.0, 0.0, 0.0, 0.003, 0.002, 0.002, 0.011, 0.008, 0.0, 0.012, 0.007, 0.002, 0.001, 0.0, 0.005, 0.002, 0.0, 0.013, 0.0, 0.0, 0.0, 0.001, 0.0, 0.035, 0.663, 0.009, 0.003, 0.008, 0.0, 0.033, 0.02, 0.072, 0.005, 0.0, 0.0, 0.007, 0.0, 0.002, 0.002, 0.0, 0.0, 0.006, 0.0, 0.005, 0.0, 0.004, 0.0, 0.0, 0.0, 0.001, 0.001]"
40,40,"[0.007, 0.008, 0.023, 0.004, 0.013, 0.073, 0.038, 0.018, 0.002, 0.0, 0.0, 0.0, 0.025, 0.002, 0.004, 0.019, 0.019, 0.0, 0.01, 0.017, 0.017, 0.0, 0.0, 0.016, 0.001, 0.003, 0.021, 0.0, 0.0, 0.003, 0.005, 0.002, 0.027, 0.285, 0.02, 0.005, 0.007, 0.001, 0.039, 0.007, 0.19, 0.019, 0.0, 0.0, 0.009, 0.005, 0.003, 0.003, 0.0, 0.002, 0.003, 0.001, 0.005, 0.001, 0.003, 0.003, 0.003, 0.002, 0.007, 0.0]"
28,19,"[0.002, 0.002, 0.0, 0.0, 0.0, 0.004, 0.002, 0.001, 0.003, 0.001, 0.0, 0.001, 0.009, 0.015, 0.004, 0.0, 0.009, 0.007, 0.008, 0.022, 0.013, 0.12, 0.004, 0.011, 0.012, 0.007, 0.003, 0.002, 0.191, 0.005, 0.006, 0.083, 0.013, 0.005, 0.029, 0.011, 0.006, 0.018, 0.042, 0.01, 0.0, 0.019, 0.008, 0.011, 0.07, 0.002, 0.015, 0.088, 0.001, 0.007, 0.003, 0.008, 0.038, 0.006, 0.015, 0.009, 0.002, 0.004, 0.0, 0.013]"
56,5,"[0.016, 0.018, 0.079, 0.005, 0.004, 0.001, 0.0, 0.001, 0.0, 0.043, 0.029, 0.008, 0.014, 0.003, 0.059, 0.002, 0.027, 0.03, 0.007, 0.001, 0.011, 0.002, 0.009, 0.015, 0.003, 0.005, 0.01, 0.001, 0.006, 0.008, 0.0, 0.006, 0.001, 0.0, 0.001, 0.0, 0.003, 0.023, 0.001, 0.005, 0.001, 0.005, 0.009, 0.015, 0.002, 0.022, 0.002, 0.001, 0.015, 0.013, 0.002, 0.016, 0.015, 0.088, 0.01, 0.024, 0.296, 0.0, 0.0, 0.007]"
50,38,"[0.01, 0.007, 0.0, 0.049, 0.0, 0.012, 0.022, 0.002, 0.001, 0.0, 0.002, 0.0, 0.001, 0.003, 0.004, 0.005, 0.015, 0.008, 0.054, 0.055, 0.002, 0.02, 0.001, 0.002, 0.133, 0.003, 0.008, 0.001, 0.037, 0.001, 0.007, 0.035, 0.014, 0.009, 0.053, 0.024, 0.012, 0.015, 0.055, 0.076, 0.018, 0.009, 0.01, 0.01, 0.023, 0.0, 0.012, 0.008, 0.0, 0.002, 0.054, 0.01, 0.01, 0.001, 0.051, 0.007, 0.0, 0.001, 0.015, 0.001]"
49,32,"[0.02, 0.042, 0.017, 0.003, 0.023, 0.002, 0.003, 0.015, 0.0, 0.038, 0.017, 0.003, 0.018, 0.031, 0.038, 0.019, 0.071, 0.032, 0.001, 0.016, 0.024, 0.0, 0.052, 0.015, 0.002, 0.002, 0.017, 0.0, 0.008, 0.008, 0.011, 0.011, 0.0, 0.001, 0.003, 0.002, 0.012, 0.002, 0.006, 0.002, 0.001, 0.02, 0.0, 0.025, 0.005, 0.033, 0.003, 0.0, 0.089, 0.157, 0.001, 0.007, 0.014, 0.013, 0.005, 0.007, 0.032, 0.0, 0.0, 0.001]"
34,34,"[0.021, 0.006, 0.045, 0.003, 0.027, 0.0, 0.004, 0.005, 0.0, 0.043, 0.025, 0.008, 0.091, 0.013, 0.073, 0.02, 0.059, 0.001, 0.003, 0.017, 0.067, 0.001, 0.035, 0.006, 0.0, 0.004, 0.019, 0.0, 0.004, 0.053, 0.019, 0.033, 0.01, 0.01, 0.046, 0.0, 0.002, 0.006, 0.006, 0.002, 0.01, 0.009, 0.01, 0.007, 0.011, 0.048, 0.002, 0.007, 0.028, 0.01, 0.0, 0.001, 0.021, 0.025, 0.001, 0.002, 0.017, 0.0, 0.0, 0.004]"
12,12,"[0.01, 0.008, 0.001, 0.003, 0.009, 0.004, 0.001, 0.009, 0.005, 0.003, 0.015, 0.002, 0.246, 0.011, 0.01, 0.008, 0.007, 0.004, 0.004, 0.003, 0.021, 0.007, 0.006, 0.018, 0.001, 0.037, 0.011, 0.001, 0.01, 0.004, 0.035, 0.018, 0.032, 0.017, 0.107, 0.001, 0.001, 0.01, 0.015, 0.008, 0.007, 0.021, 0.023, 0.012, 0.038, 0.002, 0.021, 0.078, 0.013, 0.006, 0.002, 0.006, 0.003, 0.002, 0.006, 0.006, 0.003, 0.003, 0.001, 0.024]"
16,16,"[0.008, 0.062, 0.0, 0.0, 0.006, 0.017, 0.001, 0.008, 0.0, 0.03, 0.0, 0.0, 0.006, 0.007, 0.0, 0.011, 0.272, 0.037, 0.006, 0.014, 0.027, 0.029, 0.018, 0.026, 0.003, 0.005, 0.025, 0.0, 0.034, 0.001, 0.014, 0.017, 0.013, 0.005, 0.013, 0.0, 0.006, 0.004, 0.007, 0.001, 0.007, 0.019, 0.001, 0.111, 0.01, 0.004, 0.002, 0.006, 0.027, 0.005, 0.001, 0.001, 0.018, 0.001, 0.034, 0.012, 0.005, 0.002, 0.0, 0.001]"
18,54,"[0.003, 0.01, 0.0, 0.002, 0.0, 0.009, 0.007, 0.0, 0.001, 0.0, 0.0, 0.0, 0.002, 0.001, 0.0, 0.008, 0.002, 0.0, 0.518, 0.065, 0.003, 0.0, 0.0, 0.005, 0.012, 0.0, 0.004, 0.0, 0.001, 0.0, 0.018, 0.016, 0.011, 0.003, 0.012, 0.004, 0.006, 0.003, 0.192, 0.021, 0.009, 0.007, 0.003, 0.002, 0.003, 0.0, 0.003, 0.009, 0.0, 0.0, 0.005, 0.002, 0.002, 0.001, 0.003, 0.003, 0.004, 0.001, 0.003, 0.001]"
34,34,"[0.018, 0.003, 0.008, 0.017, 0.014, 0.006, 0.014, 0.026, 0.001, 0.003, 0.0, 0.014, 0.002, 0.005, 0.021, 0.005, 0.013, 0.001, 0.005, 0.005, 0.008, 0.006, 0.008, 0.016, 0.012, 0.062, 0.005, 0.008, 0.005, 0.004, 0.032, 0.012, 0.048, 0.006, 0.238, 0.017, 0.011, 0.005, 0.021, 0.006, 0.051, 0.009, 0.057, 0.024, 0.005, 0.0, 0.052, 0.008, 0.014, 0.003, 0.003, 0.012, 0.003, 0.001, 0.002, 0.002, 0.005, 0.01, 0.021, 0.007]"
17,17,"[0.038, 0.017, 0.009, 0.029, 0.029, 0.005, 0.01, 0.035, 0.0, 0.004, 0.002, 0.0, 0.001, 0.093, 0.017, 0.023, 0.02, 0.249, 0.002, 0.0, 0.005, 0.003, 0.053, 0.017, 0.002, 0.003, 0.032, 0.001, 0.015, 0.002, 0.0, 0.001, 0.005, 0.002, 0.0, 0.0, 0.029, 0.007, 0.001, 0.002, 0.005, 0.056, 0.0, 0.004, 0.002, 0.039, 0.003, 0.0, 0.01, 0.042, 0.013, 0.004, 0.018, 0.004, 0.01, 0.014, 0.013, 0.0, 0.0, 0.0]"
58,58,"[0.007, 0.002, 0.0, 0.0, 0.001, 0.001, 0.001, 0.001, 0.0, 0.001, 0.0, 0.007, 0.0, 0.002, 0.001, 0.0, 0.0, 0.0, 0.003, 0.012, 0.001, 0.002, 0.001, 0.003, 0.007, 0.021, 0.001, 0.003, 0.017, 0.001, 0.003, 0.009, 0.017, 0.001, 0.005, 0.104, 0.013, 0.008, 0.001, 0.008, 0.001, 0.006, 0.016, 0.0, 0.001, 0.001, 0.158, 0.001, 0.0, 0.007, 0.045, 0.056, 0.003, 0.0, 0.003, 0.02, 0.002, 0.004, 0.408, 0.003]"
49,49,"[0.003, 0.003, 0.053, 0.009, 0.017, 0.0, 0.0, 0.006, 0.001, 0.052, 0.002, 0.0, 0.005, 0.0, 0.083, 0.0, 0.002, 0.049, 0.0, 0.002, 0.01, 0.003, 0.062, 0.004, 0.0, 0.004, 0.019, 0.0, 0.006, 0.011, 0.002, 0.001, 0.0, 0.0, 0.003, 0.001, 0.003, 0.003, 0.0, 0.0, 0.008, 0.013, 0.002, 0.014, 0.005, 0.038, 0.001, 0.001, 0.058, 0.209, 0.005, 0.015, 0.021, 0.097, 0.007, 0.022, 0.06, 0.001, 0.0, 0.004]"
54,0,"[0.003, 0.017, 0.011, 0.001, 0.02, 0.003, 0.0, 0.001, 0.0, 0.047, 0.003, 0.0, 0.016, 0.001, 0.0, 0.001, 0.033, 0.007, 0.0, 0.004, 0.069, 0.001, 0.005, 0.006, 0.005, 0.002, 0.001, 0.0, 0.012, 0.001, 0.014, 0.017, 0.037, 0.002, 0.003, 0.001, 0.0, 0.003, 0.0, 0.003, 0.004, 0.003, 0.003, 0.028, 0.001, 0.001, 0.0, 0.017, 0.005, 0.0, 0.001, 0.001, 0.044, 0.002, 0.521, 0.005, 0.012, 0.0, 0.0, 0.002]"
47,36,"[0.006, 0.005, 0.004, 0.0, 0.0, 0.001, 0.0, 0.001, 0.009, 0.003, 0.004, 0.005, 0.09, 0.002, 0.002, 0.001, 0.014, 0.002, 0.015, 0.004, 0.022, 0.015, 0.0, 0.002, 0.001, 0.004, 0.016, 0.0, 0.008, 0.004, 0.006, 0.042, 0.024, 0.008, 0.06, 0.009, 0.001, 0.023, 0.014, 0.008, 0.017, 0.011, 0.003, 0.009, 0.063, 0.005, 0.008, 0.423, 0.0, 0.0, 0.001, 0.007, 0.002, 0.001, 0.005, 0.004, 0.0, 0.001, 0.001, 0.004]"
58,58,"[0.001, 0.0, 0.0, 0.001, 0.0, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.004, 0.006, 0.0, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.006, 0.002, 0.001, 0.001, 0.048, 0.001, 0.003, 0.0, 0.02, 0.0, 0.002, 0.016, 0.001, 0.0, 0.001, 0.017, 0.002, 0.0, 0.0, 0.043, 0.004, 0.001, 0.0, 0.001, 0.001, 0.001, 0.002, 0.804, 0.001]"
3,3,"[0.02, 0.001, 0.026, 0.539, 0.064, 0.006, 0.023, 0.015, 0.0, 0.002, 0.003, 0.003, 0.004, 0.028, 0.008, 0.01, 0.014, 0.018, 0.001, 0.002, 0.005, 0.0, 0.008, 0.004, 0.005, 0.0, 0.007, 0.0, 0.005, 0.001, 0.01, 0.0, 0.004, 0.009, 0.003, 0.003, 0.015, 0.0, 0.014, 0.003, 0.021, 0.012, 0.001, 0.003, 0.002, 0.006, 0.004, 0.0, 0.002, 0.006, 0.015, 0.004, 0.015, 0.0, 0.013, 0.007, 0.005, 0.0, 0.001, 0.0]"
19,19,"[0.009, 0.018, 0.0, 0.006, 0.001, 0.012, 0.008, 0.004, 0.001, 0.001, 0.003, 0.0, 0.001, 0.004, 0.0, 0.002, 0.012, 0.013, 0.038, 0.286, 0.003, 0.017, 0.002, 0.004, 0.042, 0.001, 0.009, 0.0, 0.03, 0.0, 0.014, 0.093, 0.019, 0.007, 0.064, 0.015, 0.014, 0.004, 0.013, 0.022, 0.006, 0.002, 0.003, 0.04, 0.009, 0.006, 0.016, 0.003, 0.006, 0.001, 0.01, 0.001, 0.011, 0.002, 0.048, 0.021, 0.007, 0.005, 0.011, 0.0]"
21,21,"[0.0, 0.0, 0.004, 0.0, 0.003, 0.003, 0.0, 0.0, 0.0, 0.002, 0.001, 0.001, 0.0, 0.002, 0.0, 0.0, 0.003, 0.008, 0.0, 0.001, 0.002, 0.794, 0.029, 0.004, 0.003, 0.012, 0.002, 0.001, 0.008, 0.005, 0.002, 0.002, 0.008, 0.0, 0.011, 0.002, 0.0, 0.003, 0.001, 0.0, 0.0, 0.003, 0.004, 0.014, 0.002, 0.008, 0.004, 0.003, 0.007, 0.006, 0.0, 0.0, 0.007, 0.01, 0.008, 0.002, 0.001, 0.002, 0.001, 0.001]"
40,40,"[0.003, 0.001, 0.0, 0.002, 0.01, 0.016, 0.002, 0.011, 0.023, 0.005, 0.0, 0.004, 0.008, 0.0, 0.003, 0.0, 0.004, 0.0, 0.029, 0.031, 0.053, 0.003, 0.001, 0.019, 0.012, 0.003, 0.006, 0.0, 0.004, 0.002, 0.043, 0.006, 0.067, 0.031, 0.024, 0.003, 0.002, 0.011, 0.006, 0.017, 0.335, 0.0, 0.007, 0.012, 0.009, 0.0, 0.003, 0.072, 0.013, 0.0, 0.027, 0.006, 0.011, 0.002, 0.025, 0.003, 0.007, 0.001, 0.001, 0.001]"
7,7,"[0.002, 0.0, 0.0, 0.012, 0.002, 0.014, 0.009, 0.815, 0.01, 0.0, 0.0, 0.0, 0.002, 0.003, 0.0, 0.0, 0.003, 0.0, 0.0, 0.005, 0.0, 0.002, 0.0, 0.006, 0.005, 0.001, 0.007, 0.0, 0.002, 0.0, 0.014, 0.001, 0.009, 0.007, 0.006, 0.001, 0.001, 0.002, 0.0, 0.001, 0.021, 0.001, 0.0, 0.0, 0.001, 0.0, 0.01, 0.0, 0.003, 0.002, 0.007, 0.004, 0.001, 0.0, 0.002, 0.002, 0.001, 0.0, 0.002, 0.001]"
12,12,"[0.021, 0.005, 0.0, 0.003, 0.0, 0.119, 0.002, 0.018, 0.003, 0.0, 0.002, 0.021, 0.073, 0.0, 0.006, 0.001, 0.0, 0.0, 0.036, 0.012, 0.003, 0.001, 0.0, 0.003, 0.0, 0.012, 0.058, 0.009, 0.001, 0.009, 0.002, 0.007, 0.008, 0.021, 0.01, 0.003, 0.0, 0.009, 0.32, 0.053, 0.014, 0.005, 0.003, 0.005, 0.003, 0.001, 0.001, 0.029, 0.001, 0.001, 0.054, 0.003, 0.002, 0.003, 0.019, 0.001, 0.0, 0.002, 0.0, 0.002]"
27,5,"[0.003, 0.002, 0.0, 0.0, 0.001, 0.0, 0.0, 0.001, 0.002, 0.0, 0.002, 0.116, 0.0, 0.002, 0.003, 0.0, 0.003, 0.0, 0.006, 0.002, 0.002, 0.001, 0.002, 0.006, 0.003, 0.065, 0.002, 0.6, 0.0, 0.001, 0.002, 0.001, 0.003, 0.001, 0.016, 0.016, 0.003, 0.015, 0.013, 0.013, 0.012, 0.012, 0.005, 0.0, 0.002, 0.0, 0.002, 0.0, 0.002, 0.001, 0.006, 0.022, 0.0, 0.001, 0.0, 0.0, 0.01, 0.012, 0.001, 0.004]"
28,44,"[0.003, 0.018, 0.009, 0.001, 0.009, 0.001, 0.004, 0.005, 0.001, 0.008, 0.001, 0.0, 0.002, 0.02, 0.015, 0.005, 0.015, 0.016, 0.001, 0.005, 0.003, 0.019, 0.157, 0.021, 0.004, 0.01, 0.06, 0.0, 0.021, 0.009, 0.004, 0.014, 0.058, 0.006, 0.015, 0.002, 0.032, 0.001, 0.003, 0.003, 0.015, 0.05, 0.002, 0.012, 0.014, 0.011, 0.01, 0.002, 0.067, 0.187, 0.012, 0.004, 0.001, 0.005, 0.015, 0.003, 0.003, 0.001, 0.0, 0.005]"
44,44,"[0.013, 0.009, 0.001, 0.012, 0.006, 0.004, 0.006, 0.014, 0.007, 0.004, 0.04, 0.004, 0.001, 0.006, 0.006, 0.008, 0.008, 0.011, 0.002, 0.009, 0.002, 0.106, 0.004, 0.009, 0.02, 0.012, 0.012, 0.001, 0.076, 0.011, 0.019, 0.051, 0.013, 0.005, 0.01, 0.015, 0.009, 0.043, 0.011, 0.006, 0.002, 0.012, 0.003, 0.006, 0.297, 0.01, 0.002, 0.004, 0.009, 0.001, 0.004, 0.003, 0.006, 0.006, 0.005, 0.013, 0.001, 0.003, 0.006, 0.001]"
31,31,"[0.009, 0.015, 0.0, 0.002, 0.001, 0.0, 0.002, 0.0, 0.0, 0.003, 0.0, 0.005, 0.003, 0.012, 0.001, 0.013, 0.034, 0.012, 0.04, 0.054, 0.006, 0.012, 0.002, 0.008, 0.004, 0.001, 0.004, 0.0, 0.039, 0.002, 0.016, 0.28, 0.022, 0.002, 0.073, 0.006, 0.026, 0.004, 0.065, 0.011, 0.004, 0.025, 0.01, 0.053, 0.005, 0.001, 0.004, 0.008, 0.003, 0.002, 0.0, 0.002, 0.021, 0.002, 0.014, 0.043, 0.01, 0.001, 0.002, 0.001]"
