y_test,utente_dichiara,rf_predictions
40,53,"[0.023, 0.004, 0.023, 0.021, 0.024, 0.001, 0.008, 0.022, 0.004, 0.007, 0.032, 0.0, 0.016, 0.074, 0.046, 0.015, 0.018, 0.027, 0.002, 0.002, 0.009, 0.011, 0.012, 0.052, 0.013, 0.025, 0.135, 0.002, 0.018, 0.038, 0.008, 0.001, 0.01, 0.023, 0.015, 0.0, 0.007, 0.008, 0.002, 0.008, 0.009, 0.025, 0.001, 0.008, 0.039, 0.049, 0.002, 0.005, 0.027, 0.014, 0.001, 0.005, 0.009, 0.029, 0.005, 0.001, 0.003, 0.0, 0.0, 0.002]"
33,59,"[0.004, 0.003, 0.0, 0.003, 0.004, 0.047, 0.002, 0.034, 0.001, 0.0, 0.012, 0.0, 0.013, 0.004, 0.001, 0.002, 0.002, 0.004, 0.004, 0.001, 0.003, 0.002, 0.001, 0.002, 0.004, 0.004, 0.033, 0.0, 0.001, 0.002, 0.002, 0.0, 0.017, 0.707, 0.0, 0.001, 0.005, 0.004, 0.001, 0.0, 0.039, 0.002, 0.0, 0.0, 0.004, 0.008, 0.0, 0.004, 0.001, 0.005, 0.001, 0.0, 0.002, 0.001, 0.002, 0.0, 0.0, 0.0, 0.0, 0.001]"
50,32,"[0.039, 0.007, 0.0, 0.022, 0.01, 0.023, 0.034, 0.111, 0.004, 0.0, 0.002, 0.001, 0.003, 0.027, 0.01, 0.004, 0.02, 0.01, 0.004, 0.053, 0.006, 0.003, 0.006, 0.041, 0.006, 0.001, 0.031, 0.001, 0.004, 0.018, 0.017, 0.008, 0.005, 0.009, 0.07, 0.003, 0.029, 0.007, 0.01, 0.013, 0.025, 0.044, 0.002, 0.004, 0.002, 0.004, 0.007, 0.002, 0.016, 0.018, 0.147, 0.012, 0.004, 0.0, 0.009, 0.009, 0.018, 0.001, 0.004, 0.0]"
5,46,"[0.001, 0.001, 0.001, 0.0, 0.0, 0.935, 0.002, 0.0, 0.0, 0.0, 0.0, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.013, 0.003, 0.0, 0.0, 0.0, 0.002, 0.002, 0.001, 0.0, 0.0, 0.001, 0.0, 0.001, 0.001, 0.001, 0.0, 0.002, 0.0, 0.005, 0.001, 0.001, 0.0, 0.002, 0.006, 0.0, 0.0, 0.0, 0.0, 0.001, 0.0, 0.0, 0.004, 0.005, 0.001, 0.001, 0.0, 0.001, 0.001, 0.001, 0.0, 0.002, 0.0]"
1,5,"[0.009, 0.262, 0.007, 0.002, 0.013, 0.015, 0.0, 0.007, 0.0, 0.008, 0.001, 0.002, 0.008, 0.004, 0.002, 0.012, 0.01, 0.012, 0.051, 0.149, 0.039, 0.0, 0.0, 0.066, 0.003, 0.0, 0.007, 0.0, 0.004, 0.0, 0.043, 0.012, 0.013, 0.002, 0.003, 0.001, 0.024, 0.004, 0.024, 0.002, 0.004, 0.02, 0.001, 0.008, 0.0, 0.002, 0.002, 0.002, 0.01, 0.0, 0.004, 0.006, 0.016, 0.002, 0.073, 0.005, 0.023, 0.0, 0.0, 0.001]"
9,9,"[0.0, 0.006, 0.003, 0.001, 0.014, 0.0, 0.001, 0.0, 0.0, 0.631, 0.0, 0.001, 0.012, 0.002, 0.001, 0.004, 0.012, 0.019, 0.0, 0.006, 0.02, 0.0, 0.028, 0.004, 0.0, 0.001, 0.001, 0.0, 0.009, 0.0, 0.001, 0.001, 0.0, 0.0, 0.016, 0.0, 0.001, 0.0, 0.0, 0.0, 0.002, 0.011, 0.001, 0.082, 0.001, 0.0, 0.0, 0.0, 0.023, 0.009, 0.0, 0.003, 0.003, 0.011, 0.035, 0.009, 0.015, 0.0, 0.0, 0.0]"
27,43,"[0.002, 0.0, 0.0, 0.0, 0.0, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02, 0.0, 0.001, 0.0, 0.0, 0.001, 0.0, 0.0, 0.002, 0.0, 0.002, 0.0, 0.002, 0.0, 0.001, 0.002, 0.807, 0.001, 0.001, 0.005, 0.001, 0.004, 0.0, 0.0, 0.03, 0.002, 0.013, 0.004, 0.006, 0.001, 0.001, 0.002, 0.0, 0.003, 0.0, 0.001, 0.0, 0.001, 0.0, 0.0, 0.027, 0.0, 0.001, 0.001, 0.001, 0.007, 0.04, 0.005, 0.001]"
11,11,"[0.027, 0.0, 0.0, 0.0, 0.0, 0.001, 0.0, 0.0, 0.0, 0.0, 0.001, 0.812, 0.007, 0.0, 0.002, 0.0, 0.0, 0.0, 0.002, 0.003, 0.001, 0.001, 0.0, 0.0, 0.001, 0.001, 0.0, 0.018, 0.001, 0.0, 0.007, 0.005, 0.0, 0.0, 0.007, 0.004, 0.0, 0.032, 0.007, 0.014, 0.001, 0.0, 0.005, 0.0, 0.002, 0.0, 0.001, 0.003, 0.001, 0.0, 0.001, 0.021, 0.0, 0.0, 0.002, 0.0, 0.002, 0.001, 0.006, 0.0]"
2,2,"[0.015, 0.005, 0.282, 0.005, 0.022, 0.007, 0.024, 0.005, 0.001, 0.001, 0.067, 0.005, 0.024, 0.029, 0.012, 0.035, 0.025, 0.003, 0.005, 0.002, 0.033, 0.003, 0.007, 0.001, 0.002, 0.0, 0.056, 0.0, 0.002, 0.007, 0.033, 0.004, 0.059, 0.033, 0.016, 0.0, 0.018, 0.006, 0.009, 0.014, 0.011, 0.006, 0.003, 0.0, 0.024, 0.03, 0.002, 0.005, 0.008, 0.005, 0.005, 0.0, 0.015, 0.002, 0.002, 0.003, 0.0, 0.0, 0.001, 0.001]"
47,39,"[0.004, 0.012, 0.001, 0.0, 0.001, 0.007, 0.0, 0.002, 0.0, 0.005, 0.001, 0.004, 0.006, 0.0, 0.001, 0.002, 0.006, 0.002, 0.006, 0.018, 0.012, 0.006, 0.012, 0.004, 0.003, 0.007, 0.002, 0.0, 0.004, 0.0, 0.019, 0.025, 0.027, 0.005, 0.039, 0.005, 0.003, 0.002, 0.021, 0.002, 0.021, 0.006, 0.012, 0.024, 0.002, 0.001, 0.002, 0.556, 0.003, 0.0, 0.006, 0.021, 0.01, 0.003, 0.034, 0.004, 0.017, 0.001, 0.0, 0.001]"
11,44,"[0.01, 0.001, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.724, 0.004, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.0, 0.002, 0.002, 0.003, 0.002, 0.008, 0.0, 0.011, 0.0, 0.013, 0.006, 0.0, 0.008, 0.001, 0.014, 0.03, 0.002, 0.028, 0.005, 0.016, 0.001, 0.0, 0.036, 0.0, 0.004, 0.0, 0.004, 0.018, 0.0, 0.0, 0.014, 0.015, 0.001, 0.001, 0.001, 0.0, 0.0, 0.005, 0.004, 0.002]"
57,18,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.004, 0.0, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.019, 0.006, 0.003, 0.006, 0.017, 0.001, 0.0, 0.007, 0.004, 0.001, 0.002, 0.005, 0.001, 0.01, 0.043, 0.001, 0.004, 0.0, 0.001, 0.001, 0.0, 0.14, 0.0, 0.003, 0.0, 0.014, 0.01, 0.001, 0.0, 0.005, 0.014, 0.002, 0.004, 0.002, 0.007, 0.006, 0.639, 0.01, 0.006]"
13,31,"[0.012, 0.009, 0.001, 0.02, 0.004, 0.002, 0.034, 0.006, 0.0, 0.002, 0.003, 0.0, 0.005, 0.362, 0.012, 0.019, 0.007, 0.012, 0.005, 0.005, 0.01, 0.003, 0.008, 0.003, 0.002, 0.0, 0.005, 0.0, 0.006, 0.008, 0.018, 0.002, 0.009, 0.008, 0.009, 0.003, 0.181, 0.005, 0.033, 0.012, 0.006, 0.032, 0.0, 0.001, 0.008, 0.012, 0.0, 0.004, 0.008, 0.03, 0.007, 0.001, 0.015, 0.0, 0.023, 0.006, 0.001, 0.0, 0.001, 0.0]"
26,26,"[0.001, 0.002, 0.004, 0.002, 0.001, 0.011, 0.0, 0.006, 0.006, 0.005, 0.008, 0.001, 0.003, 0.008, 0.002, 0.0, 0.005, 0.001, 0.001, 0.005, 0.001, 0.036, 0.008, 0.027, 0.041, 0.072, 0.542, 0.0, 0.001, 0.004, 0.002, 0.001, 0.009, 0.003, 0.005, 0.005, 0.001, 0.005, 0.001, 0.002, 0.008, 0.004, 0.004, 0.0, 0.008, 0.001, 0.01, 0.029, 0.013, 0.018, 0.006, 0.011, 0.005, 0.035, 0.002, 0.003, 0.001, 0.001, 0.0, 0.003]"
18,18,"[0.003, 0.014, 0.0, 0.007, 0.0, 0.007, 0.001, 0.001, 0.0, 0.0, 0.0, 0.0, 0.003, 0.002, 0.0, 0.002, 0.001, 0.003, 0.72, 0.034, 0.0, 0.0, 0.0, 0.004, 0.005, 0.0, 0.001, 0.0, 0.002, 0.0, 0.006, 0.008, 0.003, 0.001, 0.002, 0.002, 0.025, 0.0, 0.1, 0.007, 0.001, 0.012, 0.0, 0.0, 0.0, 0.002, 0.0, 0.012, 0.002, 0.001, 0.006, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
47,26,"[0.006, 0.0, 0.0, 0.001, 0.0, 0.002, 0.001, 0.013, 0.013, 0.001, 0.004, 0.004, 0.025, 0.0, 0.001, 0.001, 0.005, 0.0, 0.005, 0.006, 0.002, 0.003, 0.002, 0.001, 0.004, 0.008, 0.006, 0.002, 0.002, 0.0, 0.019, 0.019, 0.053, 0.033, 0.039, 0.021, 0.0, 0.047, 0.021, 0.024, 0.016, 0.0, 0.007, 0.012, 0.027, 0.001, 0.014, 0.433, 0.009, 0.0, 0.006, 0.007, 0.001, 0.002, 0.0, 0.0, 0.002, 0.013, 0.048, 0.008]"
30,30,"[0.012, 0.003, 0.019, 0.0, 0.034, 0.117, 0.005, 0.024, 0.0, 0.001, 0.002, 0.001, 0.021, 0.007, 0.0, 0.031, 0.011, 0.003, 0.001, 0.007, 0.019, 0.021, 0.028, 0.02, 0.015, 0.05, 0.021, 0.0, 0.004, 0.003, 0.2, 0.002, 0.021, 0.012, 0.04, 0.007, 0.005, 0.004, 0.002, 0.003, 0.013, 0.001, 0.021, 0.015, 0.005, 0.006, 0.014, 0.011, 0.005, 0.003, 0.012, 0.003, 0.078, 0.003, 0.017, 0.005, 0.011, 0.0, 0.0, 0.001]"
0,0,"[0.527, 0.008, 0.002, 0.004, 0.001, 0.004, 0.011, 0.001, 0.001, 0.0, 0.012, 0.022, 0.003, 0.001, 0.03, 0.001, 0.005, 0.005, 0.011, 0.007, 0.0, 0.0, 0.0, 0.006, 0.008, 0.001, 0.006, 0.008, 0.006, 0.009, 0.004, 0.002, 0.0, 0.0, 0.008, 0.002, 0.027, 0.077, 0.07, 0.059, 0.0, 0.011, 0.001, 0.0, 0.009, 0.0, 0.001, 0.003, 0.002, 0.0, 0.002, 0.008, 0.0, 0.0, 0.002, 0.0, 0.007, 0.001, 0.0, 0.004]"
21,21,"[0.0, 0.0, 0.001, 0.002, 0.001, 0.006, 0.0, 0.002, 0.0, 0.01, 0.005, 0.001, 0.016, 0.002, 0.0, 0.0, 0.011, 0.011, 0.001, 0.002, 0.019, 0.53, 0.019, 0.005, 0.003, 0.001, 0.0, 0.0, 0.033, 0.002, 0.004, 0.014, 0.003, 0.0, 0.018, 0.004, 0.0, 0.01, 0.002, 0.001, 0.002, 0.004, 0.006, 0.064, 0.011, 0.009, 0.002, 0.018, 0.013, 0.003, 0.004, 0.007, 0.04, 0.013, 0.01, 0.029, 0.013, 0.004, 0.0, 0.009]"
58,58,"[0.001, 0.001, 0.0, 0.0, 0.001, 0.001, 0.001, 0.0, 0.0, 0.0, 0.001, 0.002, 0.0, 0.002, 0.0, 0.002, 0.003, 0.001, 0.0, 0.005, 0.001, 0.001, 0.0, 0.001, 0.005, 0.014, 0.0, 0.001, 0.014, 0.001, 0.003, 0.012, 0.019, 0.0, 0.008, 0.255, 0.0, 0.004, 0.001, 0.006, 0.0, 0.0, 0.148, 0.001, 0.001, 0.0, 0.075, 0.001, 0.0, 0.0, 0.027, 0.024, 0.007, 0.001, 0.002, 0.014, 0.003, 0.012, 0.31, 0.007]"
47,47,"[0.002, 0.005, 0.055, 0.0, 0.004, 0.005, 0.001, 0.003, 0.002, 0.001, 0.005, 0.001, 0.026, 0.001, 0.004, 0.003, 0.009, 0.007, 0.003, 0.011, 0.001, 0.011, 0.01, 0.01, 0.034, 0.054, 0.012, 0.0, 0.018, 0.008, 0.022, 0.006, 0.112, 0.015, 0.01, 0.015, 0.001, 0.004, 0.002, 0.003, 0.012, 0.001, 0.015, 0.001, 0.04, 0.007, 0.041, 0.085, 0.002, 0.012, 0.036, 0.013, 0.153, 0.016, 0.013, 0.026, 0.01, 0.008, 0.002, 0.011]"
27,27,"[0.001, 0.001, 0.0, 0.001, 0.001, 0.004, 0.001, 0.006, 0.005, 0.001, 0.0, 0.096, 0.001, 0.003, 0.004, 0.0, 0.001, 0.0, 0.002, 0.002, 0.002, 0.001, 0.003, 0.021, 0.003, 0.028, 0.007, 0.525, 0.004, 0.001, 0.0, 0.0, 0.004, 0.001, 0.014, 0.009, 0.002, 0.028, 0.01, 0.011, 0.027, 0.01, 0.006, 0.002, 0.0, 0.0, 0.001, 0.001, 0.015, 0.0, 0.01, 0.111, 0.0, 0.001, 0.003, 0.001, 0.007, 0.0, 0.001, 0.0]"
32,32,"[0.003, 0.0, 0.001, 0.0, 0.007, 0.005, 0.01, 0.002, 0.0, 0.001, 0.0, 0.012, 0.002, 0.0, 0.0, 0.002, 0.002, 0.0, 0.0, 0.019, 0.002, 0.02, 0.012, 0.009, 0.032, 0.012, 0.003, 0.0, 0.005, 0.011, 0.14, 0.008, 0.254, 0.003, 0.052, 0.044, 0.003, 0.027, 0.001, 0.051, 0.005, 0.0, 0.037, 0.005, 0.003, 0.005, 0.022, 0.025, 0.001, 0.0, 0.011, 0.009, 0.073, 0.0, 0.013, 0.008, 0.004, 0.005, 0.019, 0.0]"
53,53,"[0.01, 0.011, 0.021, 0.005, 0.014, 0.004, 0.007, 0.019, 0.0, 0.022, 0.038, 0.0, 0.04, 0.001, 0.004, 0.004, 0.017, 0.01, 0.001, 0.001, 0.003, 0.001, 0.004, 0.004, 0.002, 0.003, 0.024, 0.0, 0.004, 0.002, 0.007, 0.001, 0.0, 0.003, 0.003, 0.002, 0.0, 0.003, 0.003, 0.0, 0.003, 0.002, 0.0, 0.004, 0.003, 0.081, 0.002, 0.003, 0.011, 0.003, 0.003, 0.0, 0.03, 0.524, 0.008, 0.016, 0.008, 0.0, 0.0, 0.001]"
19,0,"[0.005, 0.009, 0.0, 0.015, 0.001, 0.007, 0.01, 0.001, 0.0, 0.0, 0.0, 0.001, 0.002, 0.002, 0.001, 0.007, 0.003, 0.015, 0.02, 0.524, 0.004, 0.002, 0.001, 0.0, 0.008, 0.001, 0.002, 0.0, 0.008, 0.0, 0.059, 0.101, 0.028, 0.006, 0.019, 0.002, 0.018, 0.001, 0.02, 0.031, 0.0, 0.003, 0.002, 0.016, 0.002, 0.001, 0.003, 0.002, 0.001, 0.0, 0.003, 0.0, 0.008, 0.002, 0.006, 0.002, 0.007, 0.0, 0.007, 0.001]"
23,23,"[0.02, 0.037, 0.002, 0.007, 0.031, 0.014, 0.014, 0.052, 0.001, 0.002, 0.0, 0.0, 0.003, 0.007, 0.001, 0.003, 0.015, 0.0, 0.003, 0.035, 0.011, 0.0, 0.004, 0.514, 0.002, 0.002, 0.01, 0.0, 0.002, 0.007, 0.007, 0.008, 0.007, 0.021, 0.017, 0.0, 0.008, 0.0, 0.005, 0.003, 0.03, 0.001, 0.014, 0.003, 0.0, 0.0, 0.0, 0.0, 0.007, 0.003, 0.008, 0.001, 0.002, 0.001, 0.021, 0.009, 0.024, 0.0, 0.001, 0.0]"
20,20,"[0.012, 0.011, 0.033, 0.011, 0.026, 0.002, 0.002, 0.01, 0.0, 0.015, 0.002, 0.008, 0.068, 0.004, 0.005, 0.017, 0.026, 0.002, 0.003, 0.012, 0.161, 0.014, 0.038, 0.019, 0.005, 0.022, 0.02, 0.0, 0.001, 0.019, 0.05, 0.009, 0.014, 0.017, 0.075, 0.005, 0.005, 0.002, 0.006, 0.002, 0.012, 0.003, 0.012, 0.066, 0.011, 0.006, 0.006, 0.022, 0.025, 0.001, 0.001, 0.002, 0.017, 0.016, 0.02, 0.004, 0.017, 0.001, 0.005, 0.0]"
30,42,"[0.006, 0.055, 0.0, 0.0, 0.008, 0.011, 0.0, 0.001, 0.0, 0.007, 0.0, 0.003, 0.004, 0.002, 0.0, 0.003, 0.015, 0.018, 0.017, 0.116, 0.036, 0.002, 0.007, 0.023, 0.001, 0.0, 0.004, 0.002, 0.016, 0.0, 0.302, 0.008, 0.056, 0.002, 0.01, 0.002, 0.02, 0.001, 0.03, 0.0, 0.007, 0.013, 0.007, 0.037, 0.0, 0.0, 0.0, 0.024, 0.006, 0.003, 0.007, 0.01, 0.012, 0.0, 0.054, 0.004, 0.026, 0.001, 0.001, 0.0]"
4,4,"[0.056, 0.006, 0.005, 0.007, 0.612, 0.001, 0.013, 0.002, 0.0, 0.002, 0.001, 0.008, 0.005, 0.014, 0.006, 0.005, 0.015, 0.001, 0.022, 0.004, 0.012, 0.0, 0.018, 0.018, 0.0, 0.012, 0.005, 0.0, 0.002, 0.005, 0.005, 0.006, 0.009, 0.001, 0.022, 0.002, 0.006, 0.002, 0.004, 0.004, 0.009, 0.0, 0.011, 0.02, 0.008, 0.003, 0.005, 0.001, 0.005, 0.005, 0.0, 0.001, 0.0, 0.0, 0.005, 0.003, 0.003, 0.001, 0.001, 0.001]"
33,51,"[0.001, 0.007, 0.001, 0.005, 0.005, 0.117, 0.02, 0.019, 0.005, 0.0, 0.001, 0.0, 0.002, 0.002, 0.001, 0.006, 0.006, 0.001, 0.018, 0.004, 0.002, 0.006, 0.001, 0.002, 0.005, 0.004, 0.023, 0.0, 0.003, 0.0, 0.007, 0.001, 0.03, 0.473, 0.013, 0.003, 0.023, 0.005, 0.055, 0.019, 0.027, 0.006, 0.0, 0.001, 0.029, 0.003, 0.009, 0.005, 0.001, 0.001, 0.013, 0.001, 0.0, 0.0, 0.004, 0.0, 0.002, 0.0, 0.002, 0.0]"
25,32,"[0.001, 0.0, 0.0, 0.0, 0.0, 0.002, 0.0, 0.01, 0.001, 0.003, 0.001, 0.0, 0.0, 0.0, 0.0, 0.001, 0.004, 0.004, 0.0, 0.01, 0.0, 0.059, 0.014, 0.001, 0.017, 0.52, 0.006, 0.001, 0.029, 0.021, 0.002, 0.009, 0.019, 0.002, 0.019, 0.01, 0.0, 0.039, 0.002, 0.003, 0.001, 0.002, 0.008, 0.008, 0.016, 0.003, 0.049, 0.003, 0.01, 0.001, 0.006, 0.003, 0.006, 0.015, 0.008, 0.019, 0.0, 0.009, 0.004, 0.019]"
8,8,"[0.001, 0.0, 0.0, 0.0, 0.0, 0.003, 0.0, 0.003, 0.921, 0.0, 0.0, 0.0, 0.001, 0.0, 0.0, 0.0, 0.001, 0.001, 0.003, 0.001, 0.001, 0.0, 0.0, 0.0, 0.002, 0.004, 0.006, 0.001, 0.0, 0.0, 0.0, 0.001, 0.002, 0.0, 0.0, 0.003, 0.0, 0.012, 0.0, 0.003, 0.017, 0.0, 0.0, 0.001, 0.002, 0.0, 0.002, 0.001, 0.0, 0.0, 0.002, 0.002, 0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.0, 0.001]"
43,43,"[0.004, 0.008, 0.0, 0.002, 0.0, 0.0, 0.0, 0.002, 0.0, 0.0, 0.0, 0.002, 0.002, 0.004, 0.0, 0.002, 0.013, 0.016, 0.004, 0.028, 0.007, 0.009, 0.002, 0.0, 0.001, 0.0, 0.002, 0.001, 0.042, 0.0, 0.044, 0.011, 0.01, 0.001, 0.007, 0.0, 0.005, 0.0, 0.007, 0.001, 0.001, 0.001, 0.0, 0.693, 0.0, 0.0, 0.001, 0.0, 0.009, 0.001, 0.001, 0.0, 0.007, 0.0, 0.041, 0.002, 0.004, 0.0, 0.002, 0.0]"
54,39,"[0.003, 0.017, 0.001, 0.007, 0.001, 0.015, 0.004, 0.003, 0.002, 0.0, 0.005, 0.001, 0.002, 0.012, 0.0, 0.009, 0.011, 0.042, 0.009, 0.043, 0.0, 0.057, 0.0, 0.006, 0.102, 0.003, 0.004, 0.001, 0.097, 0.002, 0.003, 0.023, 0.003, 0.003, 0.054, 0.016, 0.007, 0.013, 0.014, 0.034, 0.002, 0.001, 0.001, 0.009, 0.008, 0.013, 0.026, 0.0, 0.006, 0.001, 0.035, 0.001, 0.015, 0.005, 0.222, 0.018, 0.001, 0.001, 0.005, 0.001]"
50,31,"[0.008, 0.017, 0.002, 0.039, 0.0, 0.005, 0.01, 0.002, 0.001, 0.001, 0.001, 0.006, 0.0, 0.003, 0.013, 0.008, 0.001, 0.004, 0.007, 0.014, 0.001, 0.0, 0.001, 0.002, 0.02, 0.0, 0.005, 0.002, 0.007, 0.0, 0.004, 0.001, 0.003, 0.006, 0.001, 0.019, 0.022, 0.009, 0.031, 0.109, 0.013, 0.017, 0.002, 0.0, 0.001, 0.0, 0.005, 0.0, 0.004, 0.002, 0.476, 0.064, 0.004, 0.0, 0.008, 0.009, 0.003, 0.0, 0.007, 0.0]"
55,55,"[0.019, 0.012, 0.003, 0.018, 0.0, 0.0, 0.001, 0.001, 0.0, 0.001, 0.0, 0.0, 0.02, 0.002, 0.006, 0.007, 0.009, 0.024, 0.011, 0.04, 0.003, 0.005, 0.005, 0.004, 0.01, 0.002, 0.001, 0.0, 0.014, 0.002, 0.02, 0.081, 0.002, 0.001, 0.007, 0.015, 0.005, 0.001, 0.0, 0.017, 0.003, 0.004, 0.016, 0.029, 0.001, 0.009, 0.017, 0.009, 0.007, 0.0, 0.006, 0.015, 0.071, 0.025, 0.038, 0.328, 0.042, 0.0, 0.005, 0.006]"
20,4,"[0.007, 0.013, 0.017, 0.002, 0.084, 0.003, 0.004, 0.003, 0.0, 0.022, 0.0, 0.004, 0.025, 0.01, 0.002, 0.012, 0.029, 0.002, 0.0, 0.016, 0.423, 0.0, 0.019, 0.016, 0.002, 0.001, 0.007, 0.0, 0.005, 0.001, 0.044, 0.013, 0.01, 0.005, 0.028, 0.001, 0.007, 0.0, 0.0, 0.0, 0.005, 0.001, 0.004, 0.063, 0.002, 0.002, 0.001, 0.002, 0.01, 0.013, 0.0, 0.0, 0.031, 0.001, 0.014, 0.001, 0.01, 0.001, 0.002, 0.0]"
58,58,"[0.001, 0.0, 0.0, 0.0, 0.001, 0.013, 0.007, 0.005, 0.003, 0.0, 0.0, 0.001, 0.001, 0.001, 0.0, 0.004, 0.002, 0.0, 0.0, 0.005, 0.001, 0.0, 0.0, 0.002, 0.0, 0.0, 0.002, 0.0, 0.001, 0.0, 0.005, 0.004, 0.006, 0.034, 0.007, 0.004, 0.004, 0.001, 0.007, 0.005, 0.004, 0.0, 0.004, 0.003, 0.001, 0.001, 0.008, 0.001, 0.0, 0.0, 0.004, 0.0, 0.001, 0.001, 0.0, 0.0, 0.0, 0.018, 0.826, 0.001]"
46,16,"[0.001, 0.005, 0.0, 0.001, 0.0, 0.0, 0.002, 0.001, 0.0, 0.003, 0.001, 0.0, 0.022, 0.004, 0.013, 0.001, 0.008, 0.001, 0.005, 0.032, 0.003, 0.015, 0.001, 0.002, 0.038, 0.009, 0.001, 0.0, 0.03, 0.001, 0.006, 0.058, 0.01, 0.002, 0.019, 0.031, 0.0, 0.001, 0.001, 0.01, 0.0, 0.002, 0.013, 0.012, 0.0, 0.009, 0.384, 0.005, 0.001, 0.001, 0.015, 0.008, 0.005, 0.017, 0.008, 0.124, 0.005, 0.006, 0.025, 0.022]"
1,1,"[0.016, 0.521, 0.0, 0.001, 0.005, 0.013, 0.002, 0.001, 0.0, 0.002, 0.0, 0.0, 0.002, 0.006, 0.0, 0.021, 0.011, 0.017, 0.041, 0.035, 0.019, 0.001, 0.0, 0.033, 0.009, 0.0, 0.01, 0.002, 0.01, 0.0, 0.043, 0.003, 0.016, 0.0, 0.007, 0.0, 0.021, 0.002, 0.047, 0.002, 0.003, 0.021, 0.001, 0.009, 0.002, 0.0, 0.0, 0.002, 0.007, 0.001, 0.0, 0.005, 0.004, 0.0, 0.014, 0.0, 0.012, 0.0, 0.0, 0.0]"
49,7,"[0.003, 0.006, 0.003, 0.0, 0.006, 0.005, 0.002, 0.004, 0.001, 0.029, 0.008, 0.0, 0.003, 0.032, 0.007, 0.004, 0.013, 0.03, 0.0, 0.002, 0.003, 0.054, 0.12, 0.007, 0.004, 0.053, 0.028, 0.0, 0.017, 0.001, 0.001, 0.003, 0.007, 0.001, 0.012, 0.0, 0.003, 0.006, 0.0, 0.009, 0.001, 0.012, 0.006, 0.001, 0.004, 0.069, 0.054, 0.001, 0.063, 0.216, 0.0, 0.005, 0.008, 0.031, 0.001, 0.029, 0.005, 0.003, 0.001, 0.003]"
14,56,"[0.033, 0.003, 0.041, 0.001, 0.008, 0.001, 0.004, 0.007, 0.0, 0.024, 0.09, 0.003, 0.024, 0.003, 0.325, 0.001, 0.018, 0.007, 0.001, 0.007, 0.016, 0.001, 0.022, 0.006, 0.004, 0.02, 0.046, 0.0, 0.003, 0.066, 0.003, 0.007, 0.004, 0.005, 0.007, 0.0, 0.002, 0.003, 0.0, 0.006, 0.004, 0.014, 0.006, 0.002, 0.007, 0.052, 0.002, 0.003, 0.014, 0.02, 0.0, 0.004, 0.006, 0.016, 0.008, 0.005, 0.01, 0.0, 0.001, 0.004]"
38,41,"[0.065, 0.013, 0.004, 0.004, 0.0, 0.001, 0.012, 0.004, 0.002, 0.001, 0.039, 0.077, 0.029, 0.002, 0.039, 0.002, 0.006, 0.001, 0.058, 0.005, 0.005, 0.001, 0.002, 0.004, 0.001, 0.003, 0.005, 0.01, 0.0, 0.005, 0.009, 0.008, 0.008, 0.004, 0.007, 0.004, 0.004, 0.015, 0.344, 0.08, 0.001, 0.041, 0.006, 0.001, 0.004, 0.001, 0.011, 0.006, 0.001, 0.001, 0.007, 0.014, 0.001, 0.0, 0.004, 0.001, 0.007, 0.0, 0.004, 0.006]"
35,33,"[0.0, 0.0, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.006, 0.001, 0.0, 0.0, 0.002, 0.001, 0.002, 0.022, 0.001, 0.019, 0.002, 0.001, 0.006, 0.014, 0.0, 0.0, 0.014, 0.0, 0.002, 0.042, 0.004, 0.001, 0.007, 0.469, 0.001, 0.008, 0.001, 0.002, 0.0, 0.002, 0.02, 0.003, 0.004, 0.005, 0.015, 0.027, 0.001, 0.001, 0.004, 0.004, 0.006, 0.007, 0.0, 0.116, 0.003, 0.031, 0.027, 0.094]"
37,37,"[0.005, 0.002, 0.001, 0.001, 0.0, 0.005, 0.014, 0.0, 0.005, 0.0, 0.003, 0.024, 0.003, 0.0, 0.0, 0.001, 0.0, 0.0, 0.021, 0.001, 0.0, 0.0, 0.0, 0.002, 0.001, 0.002, 0.003, 0.094, 0.003, 0.004, 0.002, 0.002, 0.001, 0.003, 0.011, 0.024, 0.0, 0.619, 0.031, 0.034, 0.003, 0.006, 0.002, 0.0, 0.017, 0.002, 0.002, 0.002, 0.001, 0.0, 0.009, 0.006, 0.0, 0.001, 0.0, 0.0, 0.004, 0.009, 0.005, 0.009]"
